Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
590,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,DMF,84.3936138940596,307648.1097220231
591,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,29.9760743566376,40822.900707611916
592,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,37.3363489131913,154910.31107091613
593,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,11.55581858807,17047.33354167291
594,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,50.7894203045131,147645.98531038154
595,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,27.2758750869207,37610.59943577154
596,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,14.7802820427768,22730.723291349215
597,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,10.8792165969558,16225.16997261567
598,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,17.4514865277172,32296.809888052663
599,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,1.48080868173631,2589.839249200073
601,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,DMF,9.48398984280171,15111.857089102357
602,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,DMF,84.6113522629119,287915.29853852093
603,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,DMF,57.9442477840885,69096.83438770559
604,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,DMF,57.5607390442796,211889.82087154302
605,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,DMF,14.5094890033714,22114.906388230618
606,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,DMF,80.3624975734139,202798.85040027415
607,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,DMF,62.2567151765963,71078.47505399722
608,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,DMF,28.7090078193735,76078.50376019809
609,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,DMF,44.8113249722399,51624.20537641016
610,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,DMF,14.3777820569795,17380.976247306346
611,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,DMF,1.87759395380552,3587.8479141367206
613,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,50.7930970534666,56751.91931108798
614,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,DMF,72.9421829125822,255114.58767587098
615,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,56.6516915891652,69145.48204621661
616,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,29.9625890070721,119968.82161320496
617,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,16.1955295563684,23064.347342385285
618,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,65.7088022570905,155126.33199210238
619,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,22.2386181001037,30476.770481928215
620,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,23.1055221734932,55791.62283152746
621,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,29.3491578440422,34825.806243783096
622,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,12.7626401227081,11648.598248833177
623,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,1.37662012200758,2268.8659722275356
625,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,49.1500974013581,56395.51354187689
626,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,DMF,80.1808959600576,267034.1626168725
627,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,67.2247896803707,74118.01449563139
628,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,60.7144456479283,203042.75546108745
629,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,20.5741854292756,25844.52905097679
630,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,84.9881268158938,192275.3888008031
631,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,62.6649492990998,64422.78132997386
632,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,40.3218965509842,94930.96624557998
633,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,30.5543683112688,36168.55655984697
634,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,15.7445634310627,20104.522721932233
635,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,14.104415596125,20337.057921329033
637,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,82.0745895787561,92482.38954663041
638,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,DMF,81.2281961321919,277237.93536289106
639,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,59.0223325743143,67087.37369102244
640,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,64.1297453220397,214238.31260698038
641,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,16.8704748717046,24165.91604223043
642,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,77.377505060751,178746.37067497478
643,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,48.5045497988158,60321.85609976652
644,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,39.143080387714,98301.26428182774
645,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,18.9501409993351,24068.0540713233
646,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,14.0695732314952,18413.91892421467
647,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,3.85447870248434,6409.303742936961
649,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,66.9668696437728,64666.05431438733
650,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,DMF,69.5766895379131,217410.1032679053
651,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,50.0621215487161,56957.68927071256
652,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,38.2452775476815,132247.4482616647
653,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,23.2348796643026,28102.861724549897
654,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,65.0272107611885,148510.30737313683
655,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,22.7624891162868,30301.46422598724
656,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,19.5661151843113,43179.597349633645
657,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,22.2675182453823,26976.151227281087
658,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,12.8104931066352,8036.748724026135
659,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,0.928452792167654,1501.047568128086
673,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,85.0483265751374,99899.32993964702
674,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,MeOH,92.8013860243797,375922.7862908807
675,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,77.3378235730568,88479.79774771027
676,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeOH,91.2400176727293,346174.78185093455
677,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeOH,86.9986862489349,105461.8586945942
678,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeOH,91.5767925526937,282291.1611349944
679,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeOH,92.8840274278229,102562.51931610984
680,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeOH,54.5191484610738,158684.52700792238
681,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeOH,91.2733224586022,92705.22211492379
682,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeOH,55.1599121311216,197067.05161069488
683,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeOH,0.803506760227879,6111.328158155629
685,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeOH,77.8848124982425,84586.07257302855
686,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,MeOH,92.6045511468057,330759.56102350116
687,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,81.7343994274407,90033.93603754413
688,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,92.2432268639483,334918.1157721413
689,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,93.790441521871,99920.2916950295
690,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,86.9794015893373,205784.31318503045
691,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,85.6902652639527,91272.64664825083
692,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,31.2726420533381,90389.84130334502
693,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,82.1929700063523,84751.21585764964
694,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,27.3703223526524,109841.40900776589
695,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,2.17615695536244,3135.7180199733825
697,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,69.5588793934555,82034.69879396436
698,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,CsF,2.5,MeOH,75.4556933365002,276172.75195733755
699,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,75.5841945577877,85849.44213399866
700,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,75.4250494436815,296536.8339177402
701,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,87.4063595646459,87772.72579747337
702,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,80.4993374094072,225927.60244281963
703,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,56.6404005273951,58480.854321241095
704,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,37.6545099606549,81413.68849137028
705,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,45.6400175571482,46847.15741184363
706,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,16.3951275981791,67263.47559018912
707,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,1.60133740786695,2168.189615681239
709,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,84.6207648737311,79891.94001252961
710,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,K3PO4,2.5,MeOH,94.6676063364959,324399.2977000861
711,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,76.3101406236479,77952.2422432023
712,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,88.8441056172128,278732.8980170699
713,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,90.3122427258495,89096.37054538057
714,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,89.4195705834737,173835.05191237814
715,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,92.5420444110879,89206.94879085218
716,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,46.3999368904516,104225.14487396413
717,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,90.686354031853,87752.09383134978
718,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,21.6094387834433,63738.233290487355
719,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,3.03077028963596,4300.542609567848
721,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeOH,81.3252940387323,81247.23326436088
722,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,KOH,2.5,MeOH,92.6084980761211,371850.32965345704
723,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeOH,71.6189434652238,75160.4378305104
724,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeOH,89.7435135864189,320709.70985928306
725,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeOH,88.2403317307475,93720.27677352077
726,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeOH,85.4580015949466,170520.7710455631
727,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeOH,91.1439099249928,103289.25814024557
728,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeOH,54.6839227713693,141998.15783214607
729,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeOH,90.5472946483825,89518.61416525189
730,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeOH,34.0032370939738,109640.38709639129
731,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeOH,1.02296018856456,5762.433488979781
733,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeOH,82.4407782264567,75595.78440946406
734,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeOH,92.897086028179,305694.4016490914
735,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeOH,69.6042882926731,68765.65508748111
736,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeOH,89.3372501650704,314718.08403199766
737,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeOH,88.0919300917306,79697.59460600097
738,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeOH,85.5838032171892,152496.91635845855
739,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeOH,92.2723911352374,112858.1860080744
740,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeOH,48.6042918754773,123015.89838136907
741,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeOH,90.6165000399185,101160.87402601533
742,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeOH,21.4079797275444,61993.18130983876
743,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeOH,1.22184090817358,8423.72201879584
745,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeOH,74.1544370200562,77628.0149505645
746,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,MeOH,82.9883888481488,303373.0609288125
747,6-Bromoquinoline,"1b, 6-Br-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeOH,73.005947963626,81200.62935305461
